,SK_ID_PREV,SK_ID_CURR,NAME_CONTRACT_TYPE,AMT_ANNUITY,AMT_APPLICATION,AMT_CREDIT,AMT_GOODS_PRICE,NAME_CASH_LOAN_PURPOSE,NAME_CONTRACT_STATUS,DAYS_DECISION,NAME_PAYMENT_TYPE,CODE_REJECT_REASON,NAME_CLIENT_TYPE,NAME_GOODS_CATEGORY,NAME_PORTFOLIO,NAME_PRODUCT_TYPE,CHANNEL_TYPE,SELLERPLACE_AREA,NAME_SELLER_INDUSTRY,CNT_PAYMENT,NAME_YIELD_GROUP,PRODUCT_COMBINATION
1301689,1209134,238419,Cash loans,48588.525,1575000.0,1762110.0,1575000.0,Building a house or an annex,Approved,-274,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,60.0,low_normal,Cash Street: low
1301789,2706908,144084,Cash loans,14232.69,112500.0,119925.0,112500.0,Everyday expenses,Approved,-442,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
1301806,2127807,289305,Cash loans,9934.785,67500.0,82611.0,67500.0,Repairs,Approved,-436,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
1301953,2088881,326993,Cash loans,30308.04,378000.0,378000.0,378000.0,Education,Approved,-717,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Stone,216,Furniture,18.0,middle,Cash Street: middle
1302059,1797881,264179,Cash loans,7970.31,63000.0,67158.0,63000.0,Repairs,Approved,-434,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Country-wide,40,Connectivity,12.0,high,Cash Street: high
1302150,2120003,113561,Cash loans,20262.24,139500.0,170730.0,139500.0,Repairs,Approved,-550,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
1302196,2031195,194205,Cash loans,28465.38,225000.0,239850.0,225000.0,Urgent needs,Approved,-565,Non-cash from your account,XAP,New,XNA,Cash,walk-in,AP+ (Cash loan),4,XNA,12.0,high,Cash Street: high
1302373,2050764,368274,Cash loans,16227.54,180000.0,203760.0,180000.0,Everyday expenses,Approved,-1560,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,0,XNA,24.0,high,Cash Street: high
1302384,2622541,158634,Cash loans,17109.405,180000.0,197820.0,180000.0,Purchase of electronic equipment,Approved,-1867,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,high,Cash Street: high
1302476,2806398,345604,Cash loans,13351.5,112500.0,112500.0,112500.0,Everyday expenses,Approved,-868,Cash through the bank,XAP,New,XNA,Cash,walk-in,Country-wide,15,Connectivity,12.0,high,Cash Street: high
1302480,2813996,127509,Cash loans,35613.0,1350000.0,1350000.0,1350000.0,Repairs,Approved,-621,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,AP+ (Cash loan),116,XNA,60.0,low_action,Cash Street: low
1302533,1880568,338015,Cash loans,15643.98,315000.0,366142.5,315000.0,Repairs,Approved,-810,Cash through the bank,XAP,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36.0,low_normal,Cash X-Sell: low
1302574,2067046,164718,Cash loans,57038.175,675000.0,709749.0,675000.0,Repairs,Approved,-356,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,0,XNA,18.0,middle,Cash Street: middle
1302575,1018003,124814,Cash loans,5424.93,45000.0,47970.0,45000.0,Everyday expenses,Approved,-2001,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,0,XNA,12.0,high,Cash Street: high
1302598,1995057,227594,Cash loans,22772.34,180000.0,191880.0,180000.0,Urgent needs,Approved,-334,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
1302615,1133448,358954,Cash loans,26317.62,337500.0,393799.5,337500.0,Repairs,Approved,-606,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,middle,Cash Street: middle
1302634,1170579,272143,Cash loans,10463.085,117000.0,132444.0,117000.0,Repairs,Approved,-1942,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,0,XNA,24.0,high,Cash Street: high
1302709,2318804,397828,Cash loans,16099.065,180000.0,203760.0,180000.0,Urgent needs,Approved,-778,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,high,Cash Street: high
1302730,1803397,315630,Cash loans,38669.535,603000.0,766948.5,603000.0,Repairs,Approved,-890,Cash through the bank,XAP,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,30.0,middle,Cash X-Sell: middle
1302746,1995101,211181,Cash loans,49874.625,1350000.0,1546020.0,1350000.0,Buying a holiday home / land,Approved,-820,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,60.0,low_normal,Cash Street: low
1302823,2532293,374409,Cash loans,12074.31,135000.0,152820.0,135000.0,Repairs,Approved,-929,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Country-wide,25,Connectivity,24.0,high,Cash Street: high
1302826,1256604,118487,Cash loans,20123.865,225000.0,254700.0,225000.0,Repairs,Approved,-597,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,high,Cash Street: high
1302840,2287783,335425,Cash loans,34874.325,337500.0,441391.5,337500.0,Repairs,Approved,-613,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,0,XNA,24.0,high,Cash Street: high
1302894,2564305,388686,Cash loans,23641.605,270000.0,299223.0,270000.0,Building a house or an annex,Approved,-401,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,high,Cash Street: high
1302919,1740393,341383,Cash loans,21919.5,225000.0,225000.0,225000.0,Repairs,Approved,-515,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,low_normal,Cash Street: low
1302963,1565391,361341,Cash loans,13738.545,135000.0,148365.0,135000.0,Repairs,Approved,-654,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,high,Cash Street: high
1302987,1116949,338641,Cash loans,24263.91,585000.0,676629.0,585000.0,Buying a used car,Approved,-662,XNA,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,42.0,low_normal,Cash Street: low
1302988,2206869,387188,Cash loans,54657.495,1341000.0,1518012.0,1341000.0,Repairs,Approved,-24,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,48.0,low_normal,Cash X-Sell: low
1303000,1009481,260944,Cash loans,63348.255,270000.0,312399.0,270000.0,Business development,Approved,-728,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,6.0,high,Cash Street: high
1303108,1209131,108764,Cash loans,5673.96,45000.0,54103.5,45000.0,Medicine,Approved,-1491,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,middle,Cash Street: middle
1303195,2095860,316267,Cash loans,30121.065,630000.0,716485.5,630000.0,Payments on other loans,Approved,-714,XNA,XAP,Repeater,XNA,Cash,walk-in,Contact center,-1,XNA,48.0,middle,Cash Street: middle
1303330,2362042,114752,Cash loans,19739.565,135000.0,165226.5,135000.0,Wedding / gift / holiday,Approved,-539,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
1303333,1626441,391734,Cash loans,6536.34,45000.0,55075.5,45000.0,Urgent needs,Approved,-545,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
1303394,1666777,246310,Cash loans,26541.09,135000.0,139455.0,135000.0,Repairs,Approved,-216,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,6.0,middle,Cash Street: middle
1303415,2225353,455485,Cash loans,29567.07,405000.0,442422.0,405000.0,Buying a holiday home / land,Approved,-514,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,middle,Cash Street: middle
1303431,1431297,156960,Cash loans,64686.6,630000.0,630000.0,630000.0,Repairs,Approved,-689,XNA,XAP,Repeater,XNA,Cash,walk-in,Contact center,-1,XNA,12.0,middle,Cash Street: middle
1303538,2004510,258675,Cash loans,32905.755,540000.0,604152.0,540000.0,Repairs,Approved,-706,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,middle,Cash Street: middle
1303543,1087797,322300,Cash loans,53095.32,225000.0,261837.0,225000.0,Everyday expenses,Approved,-668,Non-cash from your account,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,6.0,high,Cash Street: high
1303546,2608578,389915,Cash loans,18378.045,247500.0,314316.0,247500.0,Purchase of electronic equipment,Approved,-656,Non-cash from your account,XAP,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24.0,middle,Cash X-Sell: middle
1303620,1740213,163741,Cash loans,38015.55,585000.0,642915.0,585000.0,Repairs,Approved,-452,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,30.0,middle,Cash Street: middle
1303625,2127828,350496,Cash loans,33279.3,337500.0,415057.5,337500.0,Repairs,Approved,-516,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,middle,Cash Street: middle
1303693,1442860,101160,Cash loans,10080.63,135000.0,152820.0,135000.0,Medicine,Approved,-391,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,middle,Cash Street: middle
1303726,1337115,164916,Cash loans,32580.765,337500.0,481608.0,337500.0,Repairs,Approved,-475,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,high,Cash Street: high
1303760,2095832,362571,Cash loans,22414.05,450000.0,533160.0,450000.0,Urgent needs,Approved,-695,XNA,XAP,Refreshed,XNA,Cash,walk-in,Contact center,-1,XNA,48.0,middle,Cash Street: middle
1303827,2328723,403411,Cash loans,30121.065,630000.0,716485.5,630000.0,Payments on other loans,Approved,-473,XNA,XAP,Repeater,XNA,Cash,walk-in,Contact center,-1,XNA,48.0,middle,Cash Street: middle
1303859,1319866,376117,Cash loans,6535.8,45000.0,55075.5,45000.0,Repairs,Approved,-1597,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,0,XNA,12.0,high,Cash Street: high
1303865,1932146,157483,Cash loans,19195.2,450000.0,450000.0,450000.0,Repairs,Approved,-1539,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,0,XNA,36.0,low_normal,Cash Street: low
1303869,1468003,299768,Cash loans,55946.205,450000.0,532516.5,450000.0,Car repairs,Approved,-760,Cash through the bank,XAP,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,middle,Cash X-Sell: middle
1304010,1456435,396317,Cash loans,47295.0,1125000.0,1125000.0,1125000.0,Medicine,Approved,-543,XNA,XAP,Repeater,XNA,Cash,walk-in,Contact center,-1,XNA,48.0,middle,Cash Street: middle
1304012,1367588,285587,Cash loans,26853.66,270000.0,284256.0,270000.0,Repairs,Approved,-289,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,low_normal,Cash Street: low
1304042,2004095,392287,Cash loans,21699.72,180000.0,191880.0,180000.0,Everyday expenses,Approved,-2020,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,0,XNA,12.0,high,Cash Street: high
1304049,2107581,120729,Cash loans,51897.915,405000.0,480663.0,405000.0,Repairs,Approved,-867,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,0,XNA,12.0,middle,Cash Street: middle
1304063,1740080,204776,Cash loans,14588.055,180000.0,215640.0,180000.0,Repairs,Approved,-593,XNA,XAP,Repeater,XNA,Cash,walk-in,Contact center,-1,XNA,36.0,high,Cash Street: high
1304109,2592923,405903,Cash loans,19739.565,135000.0,165226.5,135000.0,Repairs,Approved,-602,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
1304435,2671719,306899,Cash loans,23772.105,270000.0,299223.0,270000.0,Repairs,Approved,-689,Cash through the bank,XAP,New,XNA,Cash,walk-in,AP+ (Cash loan),6,XNA,24.0,high,Cash Street: high
1304585,1281418,175234,Cash loans,13417.425,112500.0,144864.0,112500.0,Repairs,Approved,-1361,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,high,Cash Street: high
1305069,2721125,339427,Cash loans,32811.75,225000.0,275373.0,225000.0,Purchase of electronic equipment,Approved,-720,Cash through the bank,XAP,Refreshed,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
1305215,2317110,364970,Cash loans,52788.78,1125000.0,1255680.0,1125000.0,Repairs,Approved,-548,Cash through the bank,XAP,Refreshed,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,48.0,middle,Cash Street: middle
1305224,1766909,354433,Cash loans,31208.895,733500.0,733500.0,733500.0,Repairs,Approved,-39,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,low_normal,Cash X-Sell: low
1305672,2001720,213370,Cash loans,9426.24,45000.0,46485.0,45000.0,Repairs,Approved,-643,Cash through the bank,XAP,New,XNA,Cash,walk-in,Country-wide,50,Connectivity,6.0,high,Cash Street: high
1305891,2554021,174805,Cash loans,15944.58,135000.0,173839.5,135000.0,Urgent needs,Approved,-945,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,high,Cash Street: high
1305923,1723401,118198,Cash loans,4536.0,45000.0,49455.0,45000.0,Urgent needs,Approved,-616,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,AP+ (Cash loan),100,XNA,18.0,high,Cash Street: high
1306059,1723043,118333,Cash loans,68587.65,540000.0,636840.0,540000.0,Repairs,Approved,-557,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,middle,Cash Street: middle
1306281,1941807,312818,Cash loans,6392.88,49500.0,52767.0,49500.0,Urgent needs,Approved,-326,Cash through the bank,XAP,New,XNA,Cash,walk-in,Country-wide,50,Connectivity,12.0,high,Cash Street: high
1306358,1332370,220271,Cash loans,22680.045,225000.0,247275.0,225000.0,Repairs,Approved,-513,Cash through the bank,XAP,Refreshed,XNA,Cash,walk-in,Country-wide,15,Connectivity,18.0,high,Cash Street: high
1306463,2105914,243203,Cash loans,11516.67,90000.0,95940.0,90000.0,Urgent needs,Approved,-779,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
1306546,2427144,346473,Cash loans,26126.865,337500.0,384277.5,337500.0,Wedding / gift / holiday,Approved,-385,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,high,Cash Street: high
1306587,1003041,329080,Cash loans,20123.865,225000.0,254700.0,225000.0,Repairs,Approved,-518,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,high,Cash Street: high
1306593,1051118,365598,Cash loans,45284.4,1129500.0,1260702.0,1129500.0,Payments on other loans,Approved,-751,Cash through the bank,XAP,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,48.0,low_normal,Cash X-Sell: low
1306897,1462903,240847,Cash loans,32580.765,337500.0,481608.0,337500.0,Urgent needs,Approved,-537,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,high,Cash Street: high
1306944,1075450,282792,Cash loans,29260.305,337500.0,368685.0,337500.0,Repairs,Approved,-622,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,high,Cash Street: high
1306945,2582259,187391,Cash loans,22894.695,103500.0,119610.0,103500.0,Medicine,Approved,-127,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,6.0,middle,Cash Street: middle
1307016,1633870,320725,Cash loans,23641.605,270000.0,299223.0,270000.0,Repairs,Approved,-771,Cash through the bank,XAP,New,XNA,Cash,walk-in,Contact center,-1,XNA,24.0,high,Cash Street: high
1307239,1169055,428929,Cash loans,32852.295,450000.0,491580.0,450000.0,Buying a used car,Approved,-578,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,middle,Cash Street: middle
1307242,1043096,376812,Cash loans,29065.77,540000.0,604152.0,540000.0,Urgent needs,Approved,-837,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,middle,Cash Street: middle
1307412,1439724,143106,Cash loans,11607.3,405000.0,405000.0,405000.0,Journey,Approved,-699,Cash through the bank,XAP,New,XNA,Cash,walk-in,Channel of corporate sales,-1,XNA,60.0,low_normal,Cash Street: low
1307644,2107104,300997,Cash loans,68438.25,337500.0,337500.0,337500.0,Urgent needs,Approved,-518,Cash through the bank,XAP,Refreshed,XNA,Cash,walk-in,Country-wide,156,Connectivity,6.0,high,Cash Street: high
1307790,2307763,145317,Cash loans,27599.58,963000.0,963000.0,963000.0,Buying a new car,Approved,-63,Cash through the bank,XAP,Refreshed,XNA,Cash,walk-in,Channel of corporate sales,-1,XNA,60.0,low_normal,Cash Street: low
1307903,2712178,447851,Cash loans,8909.19,90000.0,113449.5,90000.0,Urgent needs,Approved,-248,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,AP+ (Cash loan),-1,XNA,18.0,middle,Cash Street: middle
1307926,1197630,112423,Cash loans,32051.745,450000.0,481185.0,450000.0,Repairs,Approved,-739,Cash through the bank,XAP,New,XNA,Cash,walk-in,Channel of corporate sales,-1,XNA,18.0,low_normal,Cash Street: low
1307944,1206717,119632,Cash loans,22195.71,225000.0,239850.0,225000.0,Repairs,Approved,-450,Cash through the bank,XAP,Refreshed,XNA,Cash,walk-in,Channel of corporate sales,-1,XNA,12.0,low_action,Cash Street: low
1307947,1642108,210483,Cash loans,38803.68,900000.0,978408.0,900000.0,Repairs,Approved,-435,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Channel of corporate sales,-1,XNA,36.0,low_normal,Cash Street: low
1307984,2801631,389576,Cash loans,24750.0,900000.0,900000.0,900000.0,Buying a holiday home / land,Approved,-8,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Channel of corporate sales,-1,XNA,60.0,low_normal,Cash Street: low
1308004,1319121,372401,Cash loans,16099.065,180000.0,203760.0,180000.0,Repairs,Approved,-753,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,high,Cash Street: high
1308081,1945817,109505,Cash loans,25932.915,450000.0,533160.0,450000.0,Urgent needs,Approved,-704,Cash through the bank,XAP,New,XNA,Cash,walk-in,AP+ (Cash loan),4,XNA,48.0,middle,Cash Street: middle
1308097,1430735,258803,Cash loans,14244.12,225000.0,269550.0,225000.0,Repairs,Approved,-230,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Country-wide,10,Connectivity,36.0,middle,Cash Street: middle
1308109,2446275,267957,Cash loans,40914.495,1350000.0,1546020.0,1350000.0,Buying a home,Approved,-716,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,AP+ (Cash loan),10,XNA,60.0,low_action,Cash Street: low
1308253,2841154,109882,Cash loans,18235.08,225000.0,269550.0,225000.0,Payments on other loans,Approved,-731,XNA,XAP,New,XNA,Cash,walk-in,Contact center,-1,XNA,36.0,high,Cash Street: high
1308327,1485862,184988,Cash loans,58016.745,1350000.0,1755423.0,1350000.0,Building a house or an annex,Approved,-916,XNA,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,48.0,low_normal,Cash Street: low
1308400,2017988,143252,Cash loans,19739.565,135000.0,165226.5,135000.0,Urgent needs,Approved,-703,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
1308426,1995338,212277,Cash loans,25715.475,247500.0,273636.0,247500.0,Wedding / gift / holiday,Approved,-316,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,low_normal,Cash Street: low
1308458,2206556,386556,Cash loans,34639.695,297000.0,376245.0,297000.0,Repairs,Approved,-742,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,0,XNA,18.0,high,Cash Street: high
1308514,1812244,210168,Cash loans,18918.0,450000.0,450000.0,450000.0,Repairs,Approved,-696,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,48.0,middle,Cash Street: middle
1308542,1694090,270660,Cash loans,24092.775,225000.0,304933.5,225000.0,Furniture,Approved,-535,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,high,Cash Street: high
1308888,1919421,215295,Cash loans,9426.24,45000.0,46485.0,45000.0,Repairs,Approved,-707,Cash through the bank,XAP,New,XNA,Cash,walk-in,Country-wide,33,Connectivity,6.0,high,Cash Street: high
1308974,1358589,420528,Cash loans,5825.565,67500.0,74182.5,67500.0,Urgent needs,Approved,-219,XNA,XAP,Repeater,XNA,Cash,walk-in,Country-wide,31,Connectivity,18.0,middle,Cash Street: middle
1309025,1746011,364462,Cash loans,26145.45,180000.0,220302.0,180000.0,Repairs,Approved,-730,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
1309173,1134096,113708,Cash loans,15944.58,135000.0,173839.5,135000.0,Repairs,Approved,-655,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,high,Cash Street: high
1309312,2538859,170333,Cash loans,14232.69,112500.0,119925.0,112500.0,Building a house or an annex,Approved,-417,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
1309611,1894563,445767,Cash loans,47259.315,225000.0,232425.0,225000.0,Buying a used car,Approved,-1405,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,6.0,high,Cash Street: high
1309727,2177283,426635,Cash loans,66406.365,2250000.0,2517300.0,2250000.0,Repairs,Approved,-665,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,60.0,low_action,Cash Street: low
1309964,1856784,166212,Cash loans,12856.005,117000.0,140166.0,117000.0,Urgent needs,Approved,-498,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,high,Cash Street: high
1310113,2629541,325338,Cash loans,13072.185,90000.0,110146.5,90000.0,Repairs,Approved,-367,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
1310202,2476777,173157,Cash loans,48206.61,675000.0,721332.0,675000.0,Urgent needs,Approved,-643,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,middle,Cash Street: middle
1310260,1331410,251246,Cash loans,10629.72,90000.0,115893.0,90000.0,Repairs,Approved,-720,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,high,Cash Street: high
1310331,2785120,427088,Cash loans,13318.875,225000.0,254700.0,225000.0,Repairs,Approved,-345,XNA,XAP,New,XNA,Cash,walk-in,AP+ (Cash loan),10,XNA,24.0,low_normal,Cash Street: low
1310363,2421724,388223,Cash loans,35004.825,337500.0,441391.5,337500.0,Repairs,Approved,-643,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,high,Cash Street: high
1310402,1181472,232620,Cash loans,10749.375,45000.0,52366.5,45000.0,Urgent needs,Approved,-832,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,6.0,high,Cash Street: high
1310604,1374624,391961,Cash loans,32961.555,585000.0,677664.0,585000.0,Repairs,Approved,-540,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,48.0,middle,Cash Street: middle
1310740,1023598,179057,Cash loans,32832.0,675000.0,675000.0,675000.0,Repairs,Approved,-620,XNA,XAP,Repeater,XNA,Cash,walk-in,Contact center,-1,XNA,48.0,middle,Cash Street: middle
1310904,2523046,223913,Cash loans,19401.435,180000.0,243936.0,180000.0,Repairs,Approved,-1667,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,0,XNA,24.0,high,Cash Street: high
1310970,1157447,124603,Cash loans,15928.785,67500.0,78552.0,67500.0,Urgent needs,Approved,-733,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,6.0,high,Cash Street: high
1311215,1544266,276394,Cash loans,30074.85,450000.0,491580.0,450000.0,Medicine,Approved,-506,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,0,XNA,24.0,middle,Cash Street: middle
1311284,2055840,265195,Cash loans,63830.025,1350000.0,1777005.0,1350000.0,Building a house or an annex,Approved,-561,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,48.0,low_normal,Cash Street: low
1311292,2772631,133299,Cash loans,48592.575,675000.0,895716.0,675000.0,Repairs,Approved,-719,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,middle,Cash Street: middle
1311573,1339014,284320,Cash loans,29823.255,135000.0,156015.0,135000.0,Urgent needs,Approved,-327,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,6.0,middle,Cash Street: middle
1311584,1701572,426824,Cash loans,9950.13,135000.0,152820.0,135000.0,Wedding / gift / holiday,Approved,-294,XNA,XAP,New,XNA,Cash,walk-in,AP+ (Cash loan),4,XNA,24.0,middle,Cash Street: middle
1311673,1974623,187551,Cash loans,48242.385,337500.0,405391.5,337500.0,Repairs,Approved,-646,Cash through the bank,XAP,New,XNA,Cash,walk-in,AP+ (Cash loan),6,XNA,12.0,high,Cash Street: high
1311782,2173770,120584,Cash loans,6536.34,45000.0,55075.5,45000.0,Repairs,Approved,-409,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
1311800,2190194,155257,Cash loans,25879.095,112500.0,130518.0,112500.0,Repairs,Approved,-2112,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,6.0,high,Cash Street: high
1311807,1772421,409333,Cash loans,21237.75,90000.0,104733.0,90000.0,Repairs,Approved,-489,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,6.0,high,Cash Street: high
1311812,2795318,240487,Cash loans,22772.34,180000.0,191880.0,180000.0,Urgent needs,Approved,-690,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
1311816,1621731,175804,Cash loans,28465.38,225000.0,239850.0,225000.0,Repairs,Approved,-427,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
1312076,1331990,271131,Cash loans,26547.66,112500.0,130918.5,112500.0,Urgent needs,Approved,-439,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,6.0,high,Cash Street: high
